id,creature_name,category,species,subspecies,colouring,style,mood,motion_type,elemental_affinity,environment
2852,Echo Orb of Silver Naturalistic,Abstract,Echo,Echo Orb,Silver & gold,Naturalistic,Aggressive,Slow prowl,Code,Volcano
2853,Silver Gothic Echo Orb,Abstract,Echo,Echo Orb,Silver & gold,Gothic,Proud,Roaring stance,Electric,Riverbank
2854,Silver Gothic Echo Orb,Abstract,Echo,Echo Orb,Silver & gold,Gothic,Proud,Slow prowl,Gravity,Deep sea
2855,Silverwing Echo Orb,Abstract,Echo,Echo Orb,Silver & gold,Gothic,Aggressive,Roaring stance,Cosmic,Reef
2856,Silverwing Echo Orb,Abstract,Echo,Echo Orb,Silver & gold,Gothic,Aggressive,Slow prowl,Earth,Lagoon
2857,Resonance Sprite of Gold Naturalistic,Abstract,Echo,Resonance Sprite,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Tower
2858,Resonance Sprite of Gold Naturalistic,Abstract,Echo,Resonance Sprite,Gold & brown,Naturalistic,Proud,Slow prowl,Water,Shrine
2859,Aggressive Gold Resonance Sprite,Abstract,Echo,Resonance Sprite,Gold & brown,Naturalistic,Aggressive,Roaring stance,Air,Sacred Grove
2860,Aggressive Gold Resonance Sprite,Abstract,Echo,Resonance Sprite,Gold & brown,Naturalistic,Aggressive,Slow prowl,Shadow,Marsh
2861,Proud Gold Resonance Sprite,Abstract,Echo,Resonance Sprite,Gold & brown,Gothic,Proud,Roaring stance,Light,Playground
2862,Proud Gold Resonance Sprite,Abstract,Echo,Resonance Sprite,Gold & brown,Gothic,Proud,Slow prowl,Nature,Toybox
2863,Goldwing Resonance Sprite,Abstract,Echo,Resonance Sprite,Gold & brown,Gothic,Aggressive,Roaring stance,Storm,Arcade
2864,Goldwing Resonance Sprite,Abstract,Echo,Resonance Sprite,Gold & brown,Gothic,Aggressive,Slow prowl,Ice,Kitchen
2865,Proud Gold Resonance Sprite,Abstract,Echo,Resonance Sprite,Gold & flame,Naturalistic,Proud,Roaring stance,Lightning,Server room
2866,Proud Gold Resonance Sprite,Abstract,Echo,Resonance Sprite,Gold & flame,Naturalistic,Proud,Slow prowl,Spirit,Cyberspace
2867,Naturalistic Resonance Sprite of Echo,Abstract,Echo,Resonance Sprite,Gold & flame,Naturalistic,Aggressive,Roaring stance,Time,Skyscraper
2868,Naturalistic Resonance Sprite of Echo,Abstract,Echo,Resonance Sprite,Gold & flame,Naturalistic,Aggressive,Slow prowl,Space,Terminal
2869,Proud Gold Resonance Sprite,Abstract,Echo,Resonance Sprite,Gold & flame,Gothic,Proud,Roaring stance,Void,Grove
2870,Proud Gold Resonance Sprite,Abstract,Echo,Resonance Sprite,Gold & flame,Gothic,Proud,Slow prowl,Sound,Nebula
2871,The Aggressive Resonance Sprite,Abstract,Echo,Resonance Sprite,Gold & flame,Gothic,Aggressive,Roaring stance,Energy,Void
2872,The Aggressive Resonance Sprite,Abstract,Echo,Resonance Sprite,Gold & flame,Gothic,Aggressive,Slow prowl,Magic,Chronoscape
2873,Naturalistic Resonance Sprite of Echo,Abstract,Echo,Resonance Sprite,Silver & gold,Naturalistic,Proud,Roaring stance,Code,Chamber
2874,Naturalistic Resonance Sprite of Echo,Abstract,Echo,Resonance Sprite,Silver & gold,Naturalistic,Proud,Slow prowl,Electric,Dimension Fold
2875,Silverwing Resonance Sprite,Abstract,Echo,Resonance Sprite,Silver & gold,Naturalistic,Aggressive,Roaring stance,Gravity,Rift
2876,Silverwing Resonance Sprite,Abstract,Echo,Resonance Sprite,Silver & gold,Naturalistic,Aggressive,Slow prowl,Cosmic,Core
2877,Proud Silver Resonance Sprite,Abstract,Echo,Resonance Sprite,Silver & gold,Gothic,Proud,Roaring stance,Earth,Prism
2878,Proud Silver Resonance Sprite,Abstract,Echo,Resonance Sprite,Silver & gold,Gothic,Proud,Slow prowl,Fire,Archive
2879,Gothic Resonance Sprite of Echo,Abstract,Echo,Resonance Sprite,Silver & gold,Gothic,Aggressive,Roaring stance,Water,Night sky
2880,Gothic Resonance Sprite of Echo,Abstract,Echo,Resonance Sprite,Silver & gold,Gothic,Aggressive,Slow prowl,Air,Horizon
2881,Goldwing Sound Beast,Abstract,Echo,Sound Beast,Gold & brown,Naturalistic,Proud,Roaring stance,Shadow,Savannah
2882,Goldwing Sound Beast,Abstract,Echo,Sound Beast,Gold & brown,Naturalistic,Proud,Slow prowl,Light,Forest
2883,The Aggressive Sound Beast,Abstract,Echo,Sound Beast,Gold & brown,Naturalistic,Aggressive,Roaring stance,Nature,Ocean
2884,The Aggressive Sound Beast,Abstract,Echo,Sound Beast,Gold & brown,Naturalistic,Aggressive,Slow prowl,Storm,Jungle
2885,The Proud Sound Beast,Abstract,Echo,Sound Beast,Gold & brown,Gothic,Proud,Roaring stance,Ice,Desert
2886,The Proud Sound Beast,Abstract,Echo,Sound Beast,Gold & brown,Gothic,Proud,Slow prowl,Lightning,Cliffs
2887,Gothic Sound Beast of Echo,Abstract,Echo,Sound Beast,Gold & brown,Gothic,Aggressive,Roaring stance,Spirit,Garden
2888,Gothic Sound Beast of Echo,Abstract,Echo,Sound Beast,Gold & brown,Gothic,Aggressive,Slow prowl,Time,Mountain
2889,The Proud Sound Beast,Abstract,Echo,Sound Beast,Gold & flame,Naturalistic,Proud,Roaring stance,Space,Sky
2890,The Proud Sound Beast,Abstract,Echo,Sound Beast,Gold & flame,Naturalistic,Proud,Slow prowl,Void,Glade
2891,Gold Naturalistic Sound Beast,Abstract,Echo,Sound Beast,Gold & flame,Naturalistic,Aggressive,Roaring stance,Sound,Plateau
2892,Gold Naturalistic Sound Beast,Abstract,Echo,Sound Beast,Gold & flame,Naturalistic,Aggressive,Slow prowl,Energy,Ruins
2893,Sound Beast of Gold Gothic,Abstract,Echo,Sound Beast,Gold & flame,Gothic,Proud,Roaring stance,Magic,Temple
2894,Sound Beast of Gold Gothic,Abstract,Echo,Sound Beast,Gold & flame,Gothic,Proud,Slow prowl,Code,Cave
2895,Aggressive Gold Sound Beast,Abstract,Echo,Sound Beast,Gold & flame,Gothic,Aggressive,Roaring stance,Electric,Volcano
2896,Aggressive Gold Sound Beast,Abstract,Echo,Sound Beast,Gold & flame,Gothic,Aggressive,Slow prowl,Gravity,Riverbank
2897,Silver Naturalistic Sound Beast,Abstract,Echo,Sound Beast,Silver & gold,Naturalistic,Proud,Roaring stance,Cosmic,Deep sea
2898,Silver Naturalistic Sound Beast,Abstract,Echo,Sound Beast,Silver & gold,Naturalistic,Proud,Slow prowl,Earth,Reef
2899,Sound Beast of Silver Naturalistic,Abstract,Echo,Sound Beast,Silver & gold,Naturalistic,Aggressive,Roaring stance,Fire,Lagoon
2900,Sound Beast of Silver Naturalistic,Abstract,Echo,Sound Beast,Silver & gold,Naturalistic,Aggressive,Slow prowl,Water,Tower
2901,Silver Gothic Sound Beast,Abstract,Echo,Sound Beast,Silver & gold,Gothic,Proud,Roaring stance,Air,Shrine
2902,Silver Gothic Sound Beast,Abstract,Echo,Sound Beast,Silver & gold,Gothic,Proud,Slow prowl,Shadow,Sacred Grove
2903,Silverwing Sound Beast,Abstract,Echo,Sound Beast,Silver & gold,Gothic,Aggressive,Roaring stance,Light,Marsh
2904,Silverwing Sound Beast,Abstract,Echo,Sound Beast,Silver & gold,Gothic,Aggressive,Slow prowl,Nature,Playground
2905,The Proud Fractal Beast,Abstract,Fractal,Fractal Beast,Gold & brown,Naturalistic,Proud,Roaring stance,Storm,Toybox
2906,The Proud Fractal Beast,Abstract,Fractal,Fractal Beast,Gold & brown,Naturalistic,Proud,Slow prowl,Ice,Arcade
2907,Gold Naturalistic Fractal Beast,Abstract,Fractal,Fractal Beast,Gold & brown,Naturalistic,Aggressive,Roaring stance,Lightning,Kitchen
2908,Gold Naturalistic Fractal Beast,Abstract,Fractal,Fractal Beast,Gold & brown,Naturalistic,Aggressive,Slow prowl,Spirit,Server room
2909,Fractal Beast of Gold Gothic,Abstract,Fractal,Fractal Beast,Gold & brown,Gothic,Proud,Roaring stance,Time,Cyberspace
2910,Fractal Beast of Gold Gothic,Abstract,Fractal,Fractal Beast,Gold & brown,Gothic,Proud,Slow prowl,Space,Skyscraper
2911,Gold Gothic Fractal Beast,Abstract,Fractal,Fractal Beast,Gold & brown,Gothic,Aggressive,Roaring stance,Void,Terminal
2912,Gold Gothic Fractal Beast,Abstract,Fractal,Fractal Beast,Gold & brown,Gothic,Aggressive,Slow prowl,Sound,Grove
2913,Fractal Beast of Gold Naturalistic,Abstract,Fractal,Fractal Beast,Gold & flame,Naturalistic,Proud,Roaring stance,Energy,Nebula
2914,Fractal Beast of Gold Naturalistic,Abstract,Fractal,Fractal Beast,Gold & flame,Naturalistic,Proud,Slow prowl,Magic,Void
2915,The Aggressive Fractal Beast,Abstract,Fractal,Fractal Beast,Gold & flame,Naturalistic,Aggressive,Roaring stance,Code,Chronoscape
2916,The Aggressive Fractal Beast,Abstract,Fractal,Fractal Beast,Gold & flame,Naturalistic,Aggressive,Slow prowl,Electric,Chamber
2917,The Proud Fractal Beast,Abstract,Fractal,Fractal Beast,Gold & flame,Gothic,Proud,Roaring stance,Gravity,Dimension Fold
2918,The Proud Fractal Beast,Abstract,Fractal,Fractal Beast,Gold & flame,Gothic,Proud,Slow prowl,Cosmic,Rift
2919,Gold Gothic Fractal Beast,Abstract,Fractal,Fractal Beast,Gold & flame,Gothic,Aggressive,Roaring stance,Earth,Core
2920,Gold Gothic Fractal Beast,Abstract,Fractal,Fractal Beast,Gold & flame,Gothic,Aggressive,Slow prowl,Fire,Prism
2921,The Proud Fractal Beast,Abstract,Fractal,Fractal Beast,Silver & gold,Naturalistic,Proud,Roaring stance,Water,Archive
2922,The Proud Fractal Beast,Abstract,Fractal,Fractal Beast,Silver & gold,Naturalistic,Proud,Slow prowl,Air,Night sky
2923,Aggressive Silver Fractal Beast,Abstract,Fractal,Fractal Beast,Silver & gold,Naturalistic,Aggressive,Roaring stance,Shadow,Horizon
2924,Aggressive Silver Fractal Beast,Abstract,Fractal,Fractal Beast,Silver & gold,Naturalistic,Aggressive,Slow prowl,Light,Savannah
2925,Proud Silver Fractal Beast,Abstract,Fractal,Fractal Beast,Silver & gold,Gothic,Proud,Roaring stance,Nature,Forest
2926,Proud Silver Fractal Beast,Abstract,Fractal,Fractal Beast,Silver & gold,Gothic,Proud,Slow prowl,Storm,Ocean
2927,Gothic Fractal Beast of Fractal,Abstract,Fractal,Fractal Beast,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Jungle
2928,Gothic Fractal Beast of Fractal,Abstract,Fractal,Fractal Beast,Silver & gold,Gothic,Aggressive,Slow prowl,Lightning,Desert
2929,Proud Gold Pattern Creature,Abstract,Fractal,Pattern Creature,Gold & brown,Naturalistic,Proud,Roaring stance,Spirit,Cliffs
2930,Proud Gold Pattern Creature,Abstract,Fractal,Pattern Creature,Gold & brown,Naturalistic,Proud,Slow prowl,Time,Garden
2931,Naturalistic Pattern Creature of Fractal,Abstract,Fractal,Pattern Creature,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Mountain
2932,Naturalistic Pattern Creature of Fractal,Abstract,Fractal,Pattern Creature,Gold & brown,Naturalistic,Aggressive,Slow prowl,Void,Sky
2933,Gold Gothic Pattern Creature,Abstract,Fractal,Pattern Creature,Gold & brown,Gothic,Proud,Roaring stance,Sound,Glade
2934,Gold Gothic Pattern Creature,Abstract,Fractal,Pattern Creature,Gold & brown,Gothic,Proud,Slow prowl,Energy,Plateau
2935,Pattern Creature of Gold Gothic,Abstract,Fractal,Pattern Creature,Gold & brown,Gothic,Aggressive,Roaring stance,Magic,Ruins
2936,Pattern Creature of Gold Gothic,Abstract,Fractal,Pattern Creature,Gold & brown,Gothic,Aggressive,Slow prowl,Code,Temple
2937,Naturalistic Pattern Creature of Fractal,Abstract,Fractal,Pattern Creature,Gold & flame,Naturalistic,Proud,Roaring stance,Electric,Cave
2938,Naturalistic Pattern Creature of Fractal,Abstract,Fractal,Pattern Creature,Gold & flame,Naturalistic,Proud,Slow prowl,Gravity,Volcano
2939,Gold Naturalistic Pattern Creature,Abstract,Fractal,Pattern Creature,Gold & flame,Naturalistic,Aggressive,Roaring stance,Cosmic,Riverbank
2940,Gold Naturalistic Pattern Creature,Abstract,Fractal,Pattern Creature,Gold & flame,Naturalistic,Aggressive,Slow prowl,Earth,Deep sea
2941,Gold Gothic Pattern Creature,Abstract,Fractal,Pattern Creature,Gold & flame,Gothic,Proud,Roaring stance,Fire,Reef
2942,Gold Gothic Pattern Creature,Abstract,Fractal,Pattern Creature,Gold & flame,Gothic,Proud,Slow prowl,Water,Lagoon
2943,Aggressive Gold Pattern Creature,Abstract,Fractal,Pattern Creature,Gold & flame,Gothic,Aggressive,Roaring stance,Air,Tower
2944,Aggressive Gold Pattern Creature,Abstract,Fractal,Pattern Creature,Gold & flame,Gothic,Aggressive,Slow prowl,Shadow,Shrine
2945,The Proud Pattern Creature,Abstract,Fractal,Pattern Creature,Silver & gold,Naturalistic,Proud,Roaring stance,Light,Sacred Grove
2946,The Proud Pattern Creature,Abstract,Fractal,Pattern Creature,Silver & gold,Naturalistic,Proud,Slow prowl,Nature,Marsh
2947,The Aggressive Pattern Creature,Abstract,Fractal,Pattern Creature,Silver & gold,Naturalistic,Aggressive,Roaring stance,Storm,Playground
2948,The Aggressive Pattern Creature,Abstract,Fractal,Pattern Creature,Silver & gold,Naturalistic,Aggressive,Slow prowl,Ice,Toybox
2949,Proud Silver Pattern Creature,Abstract,Fractal,Pattern Creature,Silver & gold,Gothic,Proud,Roaring stance,Lightning,Arcade
2950,Proud Silver Pattern Creature,Abstract,Fractal,Pattern Creature,Silver & gold,Gothic,Proud,Slow prowl,Spirit,Kitchen
2951,Silver Gothic Pattern Creature,Abstract,Fractal,Pattern Creature,Silver & gold,Gothic,Aggressive,Roaring stance,Time,Server room
2952,Silver Gothic Pattern Creature,Abstract,Fractal,Pattern Creature,Silver & gold,Gothic,Aggressive,Slow prowl,Space,Cyberspace
2953,Goldwing Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & brown,Naturalistic,Proud,Roaring stance,Void,Skyscraper
2954,Goldwing Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & brown,Naturalistic,Proud,Slow prowl,Sound,Terminal
2955,Aggressive Gold Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & brown,Naturalistic,Aggressive,Roaring stance,Energy,Grove
2956,Aggressive Gold Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & brown,Naturalistic,Aggressive,Slow prowl,Magic,Nebula
2957,The Proud Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & brown,Gothic,Proud,Roaring stance,Code,Void
2958,The Proud Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & brown,Gothic,Proud,Slow prowl,Electric,Chronoscape
2959,Gold Gothic Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & brown,Gothic,Aggressive,Roaring stance,Gravity,Chamber
2960,Gold Gothic Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & brown,Gothic,Aggressive,Slow prowl,Cosmic,Dimension Fold
2961,Proud Gold Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Rift
2962,Proud Gold Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & flame,Naturalistic,Proud,Slow prowl,Fire,Core
2963,Aggressive Gold Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & flame,Naturalistic,Aggressive,Roaring stance,Water,Prism
2964,Aggressive Gold Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & flame,Naturalistic,Aggressive,Slow prowl,Air,Archive
2965,Geometric Spirit of Gold Gothic,Abstract,Fractal,Geometric Spirit,Gold & flame,Gothic,Proud,Roaring stance,Shadow,Night sky
2966,Geometric Spirit of Gold Gothic,Abstract,Fractal,Geometric Spirit,Gold & flame,Gothic,Proud,Slow prowl,Light,Horizon
2967,Goldwing Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & flame,Gothic,Aggressive,Roaring stance,Nature,Savannah
2968,Goldwing Geometric Spirit,Abstract,Fractal,Geometric Spirit,Gold & flame,Gothic,Aggressive,Slow prowl,Storm,Forest
2969,Geometric Spirit of Silver Naturalistic,Abstract,Fractal,Geometric Spirit,Silver & gold,Naturalistic,Proud,Roaring stance,Ice,Ocean
2970,Geometric Spirit of Silver Naturalistic,Abstract,Fractal,Geometric Spirit,Silver & gold,Naturalistic,Proud,Slow prowl,Lightning,Jungle
2971,The Aggressive Geometric Spirit,Abstract,Fractal,Geometric Spirit,Silver & gold,Naturalistic,Aggressive,Roaring stance,Spirit,Desert
2972,The Aggressive Geometric Spirit,Abstract,Fractal,Geometric Spirit,Silver & gold,Naturalistic,Aggressive,Slow prowl,Time,Cliffs
2973,Proud Silver Geometric Spirit,Abstract,Fractal,Geometric Spirit,Silver & gold,Gothic,Proud,Roaring stance,Space,Garden
2974,Proud Silver Geometric Spirit,Abstract,Fractal,Geometric Spirit,Silver & gold,Gothic,Proud,Slow prowl,Void,Mountain
2975,Aggressive Silver Geometric Spirit,Abstract,Fractal,Geometric Spirit,Silver & gold,Gothic,Aggressive,Roaring stance,Sound,Sky
2976,Aggressive Silver Geometric Spirit,Abstract,Fractal,Geometric Spirit,Silver & gold,Gothic,Aggressive,Slow prowl,Energy,Glade
2977,The Proud Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & brown,Naturalistic,Proud,Roaring stance,Magic,Plateau
2978,The Proud Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & brown,Naturalistic,Proud,Slow prowl,Code,Ruins
2979,Goldwing Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & brown,Naturalistic,Aggressive,Roaring stance,Electric,Temple
2980,Goldwing Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & brown,Naturalistic,Aggressive,Slow prowl,Gravity,Cave
2981,Goldwing Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Volcano
2982,Goldwing Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & brown,Gothic,Proud,Slow prowl,Earth,Riverbank
2983,Gold Gothic Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & brown,Gothic,Aggressive,Roaring stance,Fire,Deep sea
2984,Gold Gothic Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & brown,Gothic,Aggressive,Slow prowl,Water,Reef
2985,Goldwing Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & flame,Naturalistic,Proud,Roaring stance,Air,Lagoon
2986,Goldwing Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & flame,Naturalistic,Proud,Slow prowl,Shadow,Tower
2987,Goldwing Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & flame,Naturalistic,Aggressive,Roaring stance,Light,Shrine
2988,Goldwing Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & flame,Naturalistic,Aggressive,Slow prowl,Nature,Sacred Grove
2989,Gold Gothic Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & flame,Gothic,Proud,Roaring stance,Storm,Marsh
2990,Gold Gothic Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & flame,Gothic,Proud,Slow prowl,Ice,Playground
2991,Aggressive Gold Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & flame,Gothic,Aggressive,Roaring stance,Lightning,Toybox
2992,Aggressive Gold Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Gold & flame,Gothic,Aggressive,Slow prowl,Spirit,Arcade
2993,Dimensional Shadow of Silver Naturalistic,Abstract,Dimension,Dimensional Shadow,Silver & gold,Naturalistic,Proud,Roaring stance,Time,Kitchen
2994,Dimensional Shadow of Silver Naturalistic,Abstract,Dimension,Dimensional Shadow,Silver & gold,Naturalistic,Proud,Slow prowl,Space,Server room
2995,Silver Naturalistic Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Silver & gold,Naturalistic,Aggressive,Roaring stance,Void,Cyberspace
2996,Silver Naturalistic Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Silver & gold,Naturalistic,Aggressive,Slow prowl,Sound,Skyscraper
2997,Gothic Dimensional Shadow of Dimension,Abstract,Dimension,Dimensional Shadow,Silver & gold,Gothic,Proud,Roaring stance,Energy,Terminal
2998,Gothic Dimensional Shadow of Dimension,Abstract,Dimension,Dimensional Shadow,Silver & gold,Gothic,Proud,Slow prowl,Magic,Grove
2999,The Aggressive Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Silver & gold,Gothic,Aggressive,Roaring stance,Code,Nebula
3000,The Aggressive Dimensional Shadow,Abstract,Dimension,Dimensional Shadow,Silver & gold,Gothic,Aggressive,Slow prowl,Electric,Void
3001,The Proud Rift Walker,Abstract,Dimension,Rift Walker,Gold & brown,Naturalistic,Proud,Roaring stance,Gravity,Chronoscape
3002,The Proud Rift Walker,Abstract,Dimension,Rift Walker,Gold & brown,Naturalistic,Proud,Slow prowl,Cosmic,Chamber
3003,Goldwing Rift Walker,Abstract,Dimension,Rift Walker,Gold & brown,Naturalistic,Aggressive,Roaring stance,Earth,Dimension Fold
3004,Goldwing Rift Walker,Abstract,Dimension,Rift Walker,Gold & brown,Naturalistic,Aggressive,Slow prowl,Fire,Rift
3005,Proud Gold Rift Walker,Abstract,Dimension,Rift Walker,Gold & brown,Gothic,Proud,Roaring stance,Water,Core
3006,Proud Gold Rift Walker,Abstract,Dimension,Rift Walker,Gold & brown,Gothic,Proud,Slow prowl,Air,Prism
3007,Gold Gothic Rift Walker,Abstract,Dimension,Rift Walker,Gold & brown,Gothic,Aggressive,Roaring stance,Shadow,Archive
3008,Gold Gothic Rift Walker,Abstract,Dimension,Rift Walker,Gold & brown,Gothic,Aggressive,Slow prowl,Light,Night sky
3009,Naturalistic Rift Walker of Dimension,Abstract,Dimension,Rift Walker,Gold & flame,Naturalistic,Proud,Roaring stance,Nature,Horizon
3010,Naturalistic Rift Walker of Dimension,Abstract,Dimension,Rift Walker,Gold & flame,Naturalistic,Proud,Slow prowl,Storm,Savannah
3011,Gold Naturalistic Rift Walker,Abstract,Dimension,Rift Walker,Gold & flame,Naturalistic,Aggressive,Roaring stance,Ice,Forest
3012,Gold Naturalistic Rift Walker,Abstract,Dimension,Rift Walker,Gold & flame,Naturalistic,Aggressive,Slow prowl,Lightning,Ocean
3013,Goldwing Rift Walker,Abstract,Dimension,Rift Walker,Gold & flame,Gothic,Proud,Roaring stance,Spirit,Jungle
3014,Goldwing Rift Walker,Abstract,Dimension,Rift Walker,Gold & flame,Gothic,Proud,Slow prowl,Time,Desert
3015,The Aggressive Rift Walker,Abstract,Dimension,Rift Walker,Gold & flame,Gothic,Aggressive,Roaring stance,Space,Cliffs
3016,The Aggressive Rift Walker,Abstract,Dimension,Rift Walker,Gold & flame,Gothic,Aggressive,Slow prowl,Void,Garden
3017,The Proud Rift Walker,Abstract,Dimension,Rift Walker,Silver & gold,Naturalistic,Proud,Roaring stance,Sound,Mountain
3018,The Proud Rift Walker,Abstract,Dimension,Rift Walker,Silver & gold,Naturalistic,Proud,Slow prowl,Energy,Sky
3019,The Aggressive Rift Walker,Abstract,Dimension,Rift Walker,Silver & gold,Naturalistic,Aggressive,Roaring stance,Magic,Glade
3020,The Aggressive Rift Walker,Abstract,Dimension,Rift Walker,Silver & gold,Naturalistic,Aggressive,Slow prowl,Code,Plateau
3021,Silverwing Rift Walker,Abstract,Dimension,Rift Walker,Silver & gold,Gothic,Proud,Roaring stance,Electric,Ruins
3022,Silverwing Rift Walker,Abstract,Dimension,Rift Walker,Silver & gold,Gothic,Proud,Slow prowl,Gravity,Temple
3023,Silverwing Rift Walker,Abstract,Dimension,Rift Walker,Silver & gold,Gothic,Aggressive,Roaring stance,Cosmic,Cave
3024,Silverwing Rift Walker,Abstract,Dimension,Rift Walker,Silver & gold,Gothic,Aggressive,Slow prowl,Earth,Volcano
3025,The Proud Phase Shifter,Abstract,Dimension,Phase Shifter,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Riverbank
3026,The Proud Phase Shifter,Abstract,Dimension,Phase Shifter,Gold & brown,Naturalistic,Proud,Slow prowl,Water,Deep sea
3027,The Aggressive Phase Shifter,Abstract,Dimension,Phase Shifter,Gold & brown,Naturalistic,Aggressive,Roaring stance,Air,Reef
3028,The Aggressive Phase Shifter,Abstract,Dimension,Phase Shifter,Gold & brown,Naturalistic,Aggressive,Slow prowl,Shadow,Lagoon
3029,Gothic Phase Shifter of Dimension,Abstract,Dimension,Phase Shifter,Gold & brown,Gothic,Proud,Roaring stance,Light,Tower
3030,Gothic Phase Shifter of Dimension,Abstract,Dimension,Phase Shifter,Gold & brown,Gothic,Proud,Slow prowl,Nature,Shrine
3031,Goldwing Phase Shifter,Abstract,Dimension,Phase Shifter,Gold & brown,Gothic,Aggressive,Roaring stance,Storm,Sacred Grove
3032,Goldwing Phase Shifter,Abstract,Dimension,Phase Shifter,Gold & brown,Gothic,Aggressive,Slow prowl,Ice,Marsh
3033,Proud Gold Phase Shifter,Abstract,Dimension,Phase Shifter,Gold & flame,Naturalistic,Proud,Roaring stance,Lightning,Playground
3034,Proud Gold Phase Shifter,Abstract,Dimension,Phase Shifter,Gold & flame,Naturalistic,Proud,Slow prowl,Spirit,Toybox
3035,Gold Naturalistic Phase Shifter,Abstract,Dimension,Phase Shifter,Gold & flame,Naturalistic,Aggressive,Roaring stance,Time,Arcade
3036,Gold Naturalistic Phase Shifter,Abstract,Dimension,Phase Shifter,Gold & flame,Naturalistic,Aggressive,Slow prowl,Space,Kitchen
3037,Gothic Phase Shifter of Dimension,Abstract,Dimension,Phase Shifter,Gold & flame,Gothic,Proud,Roaring stance,Void,Server room
3038,Gothic Phase Shifter of Dimension,Abstract,Dimension,Phase Shifter,Gold & flame,Gothic,Proud,Slow prowl,Sound,Cyberspace
3039,The Aggressive Phase Shifter,Abstract,Dimension,Phase Shifter,Gold & flame,Gothic,Aggressive,Roaring stance,Energy,Skyscraper
3040,The Aggressive Phase Shifter,Abstract,Dimension,Phase Shifter,Gold & flame,Gothic,Aggressive,Slow prowl,Magic,Terminal
3041,Naturalistic Phase Shifter of Dimension,Abstract,Dimension,Phase Shifter,Silver & gold,Naturalistic,Proud,Roaring stance,Code,Grove
3042,Naturalistic Phase Shifter of Dimension,Abstract,Dimension,Phase Shifter,Silver & gold,Naturalistic,Proud,Slow prowl,Electric,Nebula
3043,Silver Naturalistic Phase Shifter,Abstract,Dimension,Phase Shifter,Silver & gold,Naturalistic,Aggressive,Roaring stance,Gravity,Void
3044,Silver Naturalistic Phase Shifter,Abstract,Dimension,Phase Shifter,Silver & gold,Naturalistic,Aggressive,Slow prowl,Cosmic,Chronoscape
3045,The Proud Phase Shifter,Abstract,Dimension,Phase Shifter,Silver & gold,Gothic,Proud,Roaring stance,Earth,Chamber
3046,The Proud Phase Shifter,Abstract,Dimension,Phase Shifter,Silver & gold,Gothic,Proud,Slow prowl,Fire,Dimension Fold
3047,Phase Shifter of Silver Gothic,Abstract,Dimension,Phase Shifter,Silver & gold,Gothic,Aggressive,Roaring stance,Water,Rift
3048,Phase Shifter of Silver Gothic,Abstract,Dimension,Phase Shifter,Silver & gold,Gothic,Aggressive,Slow prowl,Air,Core
3049,Gold Naturalistic Light Radiance,Elemental Mood,Radiance,Light Radiance,Gold & brown,Naturalistic,Proud,Roaring stance,Shadow,Prism
3050,Gold Naturalistic Light Radiance,Elemental Mood,Radiance,Light Radiance,Gold & brown,Naturalistic,Proud,Slow prowl,Light,Archive
